Ngram,Count,KneserNey_Prob
"किसी भी कीमत पर",382,0.9999968167523919
"पार्टी की ओर से",382,0.9996169759817806
"पड़ी थी । </s>",382,0.9999949194951724
"लिए प्रेरित किया ।",382,0.5623382066190522
"नुकसान हो रहा है",382,0.926298128696452
"तय की गई है",382,0.6615305900563527
"मीटर की दूरी पर",382,0.8348108716907366
"ने किया था ।",382,0.75487742265056
"निकल गए । </s>",382,0.9999967877061511
"<s> आपको बता दे",381,0.05778441904143548
"में हिस्सा लेने के",381,0.4910241397815379
"जवाब देने के लिए",381,0.999232269019921
"मिलना चाहिए । </s>",381,0.99996894850406
"परेशानी होती है ।",381,0.8595730073765997
"बनता जा रहा है",381,0.9997582885550224
"आदि ने बताया कि",381,0.9999153439833839
"पीएम नरेंद्र मोदी ने",381,0.3832498451703911
"<s> इसके अलावा इस",381,0.050522469992510186
"मिल सकते हैं ।",381,0.8342591469004718
"बच्चे हैं । </s>",381,0.999986773295876
"जन्म दिया । </s>",381,0.9999946963675892
"रखा जाए । </s>",381,0.9999822991475137
"करती हूं । </s>",380,0.9020601906455168
"से हुई है ।",380,0.784254315817083
"<s> लॉकडाउन के दौरान",380,0.369613615299834
"नहीं की जाएगी ।",380,0.9060169014854415
"के इर्द - गिर्द",380,0.9999967289965013
"<s> कम से कम",380,0.9999997975142352
"भी करते हैं ।",380,0.7318441486664431
"में शिकायत दर्ज कराई",380,0.6203235928891471
"की गई है कि",380,0.02509791851729864
"प्रसाद ने कहा कि",380,0.9191037679867572
"फरार है । </s>",380,0.99998870240022
"नहीं किया गया था",379,0.09563957679415261
"<s> ग्रामीणों का कहना",379,0.7265825564481844
"सत्ता में आने के",379,0.6912977996059716
"में सफल रहे ।",379,0.6048455753596124
"भी किया गया है",379,0.28742838066661075
"में रहेंगे । </s>",379,0.9999820461709362
"को जिला अस्पताल में",379,0.510399653776273
"समर्थन किया । </s>",379,0.9999952893741444
"भी कहना है कि",379,0.9999722274955363
"चौहान ने बताया कि",379,0.999914897249787
"का सामना करने के",378,0.530018252660288
"<s> देश भर में",378,0.7541129443552491
"जुटे हुए हैं ।",378,0.8407592369307485
"की सूचना दी ।",378,0.528804985264535
"पर काम करता है",378,0.8389012224803734
"हो जाता है कि",378,0.053188304694704
"कहा कि इस तरह",378,0.13628380579586036
"में किया गया है",378,0.24400407738396118
"में डा . </s>",378,0.9999999880213398
"देना चाहिए . </s>",378,0.999910388490114
"का निर्माण किया गया",378,0.2661814788233434
"देता हूं । </s>",378,0.9998933868418096
"तिवारी ने कहा कि",378,0.9462723998662937
"की साफ - सफाई",378,0.9994433082429299
"ऐसा लग रहा है",378,0.6131287514308581
"हुए कहा कि इस",377,0.053653513169372065
"बारे में पूछा गया",377,0.5299326025160382
"करने का आश्वासन दिया",377,0.9509356776186645
"भाजपा अध्यक्ष अमित शाह",377,0.9999996160502663
"ने बताया कि सोमवार",377,0.008042465354036977
"विशेषज्ञों का कहना है",377,0.9998149034785091
"जमकर नारेबाजी की ।",377,0.7986806388700906
"के तौर पर काम",377,0.08782664963212376
"रख दिया । </s>",377,0.9999946400956272
"दे दी थी ।",377,0.77792393463156
"से जुड़ा हुआ है",377,0.8990766563083585
"नहीं की जा रही",377,0.3207518167852264
"जाने के बाद से",377,0.1412321095426864
"को गोली मार दी",377,0.7438601815586323
"बना लिया है ।",377,0.7367077638394746
"लॉन्च कर दिया है",377,0.8369091945252897
"खिलाफ मुकदमा दर्ज कर",377,0.4013214077701696
"तलाश कर रही है",377,0.7396289345081298
"करने से मना कर",376,0.7109872964701054
"को इस संबंध में",376,0.9999999468414371
"करने की तैयारी कर",376,0.3144078398201318
"हम चाहते हैं कि",376,0.9983903629965403
"है और इसके लिए",376,0.48527652173940417
"तफरी मच गई ।",376,0.8605083593420056
"पर हमला बोलते हुए",376,0.9999988243772426
"भारतीय क्रिकेट कंट्रोल बोर्ड",376,0.999996569638776
"लग गए । </s>",376,0.9999967364461428
"को जान से मारने",376,0.879779953848573
"निगम की ओर से",376,0.9996108638963833
"व्यक्त की । </s>",375,0.9999956910441316
"सभी जानते हैं कि",375,0.8299803054422299
"कहना है कि अगर",375,0.024975809510949503
"<s> उसके बाद से",375,0.1934338073790191
"किया जाता है तो",375,0.03171595877558974
"भर्ती हैं । </s>",375,0.9999865616686101
"की सूचना पर पुलिस",375,0.4035470447629743
"ठाकुर ने बताया कि",375,0.9999139894871181
"<s> पुलिस ने कहा",375,0.03317848339685029
"2018 - 19 में",375,0.4874812551029223
"छुट्टी दे दी गई",375,0.9135704945710538
"में आते हैं ।",374,0.6700090751740372
"राज्य सरकार की ओर",374,0.7114864705239219
"<s> आप सभी को",374,0.6961804591574178
"को ज्ञापन सौंपा ।",374,0.7481760895158459
"धरना दिया । </s>",374,0.9999945971017419
"शुरू किया गया ।",374,0.2816542989469405
"के बारे में बता",374,0.01305371769752103
"पाए जाने के बाद",374,0.9393800135750291
"होता है ? </s>",374,0.9999459795169955
"ने जानकारी देते हुए",374,0.9998844370513672
"कम हो जाती है",374,0.9360621710311405
"जा रही थी .",374,0.12487084993645418
"<s> केंद्रीय स्वास्थ्य मंत्रालय",374,0.6231366585867613
"किए गए . </s>",374,0.9999576101236897
"संक्रमण से बचाव के",374,0.7610806777807788
"के एक निजी अस्पताल",374,0.8689870886244835
"में प्रवेश किया ।",374,0.559003269717081
"के लिए किया जा",374,0.17595348754353987
"लोग हैं । </s>",374,0.9999865257372428
"<s> केंद्र सरकार की",373,0.16235096889661566
"गुरुवार को कहा कि",373,0.9364597314027518
"के लिए काम करने",373,0.19500367504585003
"पर थी । </s>",373,0.9999947969092651
"पूरा हो गया है",373,0.7202493400797647
"में रहती है ।",373,0.7646216349368667
"मिल गया है ।",373,0.7728638581477849
"को सूचना दी गई",373,0.2054929097843994
"कम करने में मदद",373,0.6728890971944966
"नरेंद्र मोदी ने कहा",373,0.19433653599189768
"शामिल थे . </s>",373,0.9999660254024461
"योजना बनाई है ।",373,0.8526393673904185
"रहने की जरूरत है",373,0.9990007132801193
"में किया जा रहा",373,0.6384334906950347
"जाने की वजह से",372,0.9999418118249545
"गयी हैं । </s>",372,0.9999864532949698
"तीन लोगों की मौत",372,0.7786174388117595
"का मामला दर्ज कर",372,0.28395148664363007
"निकाल दिया । </s>",372,0.9999945680539017
"<s> style "" text",372,0.9999960622479838
"बाल - बाल बच",372,0.7658884139404605
"आयोजित की गई थी",372,0.26511020588346346
"जाने की जरूरत है",372,0.7085800611561314
"का पीछा करने उतरी",372,0.865831278985896
"व्यक्त किया है ।",372,0.8085520702112031
"आते थे । </s>",372,0.9999945305718835
"आसपास के लोगों ने",372,0.40127629899114287
"कहा कि कोविड -",371,0.8692725818501922
"कहा कि प्रधानमंत्री नरेंद्र",371,0.46261835599525236
"प्रस्तुति दी । </s>",371,0.9999970300985127
"छापा मारा । </s>",371,0.9999999853397825
"जीत दर्ज की है",371,0.21729289080844236
"में आ रहे हैं",371,0.8731140260759116
"दी गई है कि",371,0.03175070163903969
"कार्यक्रम आयोजित किया गया",371,0.7620713215406982
"पर रोक लगाने के",371,0.41335916492463304
"अधिकारियों को निर्देश दिए",371,0.5566151079001925
"के एक दिन बाद",371,0.5286392955880768
"बात तो यह है",370,0.9243831267419574
"बरामद हुआ । </s>",370,0.9999934799184802
"गया है कि इस",370,0.07506117979613017
"करने का आरोप लगाते",370,0.15313923682881397
"का प्रतीक है ।",370,0.7860723823713058
"<s> इस घटना से",370,0.1208825900041083
"रुपये है . </s>",370,0.9999488987991415
"रवाना हुए । </s>",370,0.9999999990623443
"<s> भारतीय टीम के",370,0.4095241589752385
"रखा था . </s>",370,0.9999568188804546
"में काम कर रही",370,0.2060572234373183
"में भर्ती करवाया गया",370,0.8211092200091108
"हो जाएं । </s>",370,0.9999999968622042
"रख सकते हैं ।",370,0.7692108821582436
"से अवगत कराया ।",370,0.5696038988989854
"पर शेयर किया है",370,0.6625047770356608
"लोगों से अपील की",370,0.6920933194945775
"देकर सम्मानित किया ।",370,0.4938323817853666
"लक्ष्य का पीछा करने",370,0.5021641138206951
"इस नौकरी के लिए",370,0.9996605124630921
"दर्ज कराया । </s>",370,0.9999999980818749
"से बातचीत करते हुए",370,0.9998498202492363
"का काम करता था",370,0.34159413338159667
"को भरने के लिए",369,0.9993740024059391
"शुरू किया गया था",369,0.2774600805813268
"पुलिस के हवाले कर",369,0.8324448198532958
"<s> श्रीनगर । </s>",369,0.9999999791187913
"जुट गई । </s>",369,0.9999975553415487
"नहीं है । '",369,0.010698929629606356
"एसपी ने बताया कि",369,0.9999125909421931
"<s> स्वास्थ्य विभाग ने",369,0.2093909387105362
"पूरी करने के बाद",369,0.5749773740011627
"का फैसला किया था",369,0.08146575102101972
"हुए कहा कि वह",369,0.05248933141826562
"की मौत हुई थी",368,0.1488712074984048
"देखा गया है कि",368,0.3517123345392941
"घटना की जानकारी दी",368,0.2054772609508704
"ध्यान दें । </s>",368,0.9999841124799451
"का विरोध करते हुए",368,0.8132175559504075
"सौंपा गया । </s>",368,0.9999959267495294
"बढ़ रहा है ।",368,0.8418819308852852
"पर काबू पाया ।",368,0.5394234195445012
"<s> इसी कड़ी में",368,0.9999973501233894
"अंजाम दिया है ।",368,0.7886847951478947
"के लिए आज का",368,0.7389236775587769
"बरती जा रही है",368,0.8662084528832062
"आ गया . </s>",368,0.9999448743433089
"वर्ष 2018 - 19",367,0.9999201453445017
"पर पहुंच गए हैं",367,0.22332683916453153
"केंद्र की मोदी सरकार",367,0.999997142508172
"गया हो । </s>",367,0.9999690163416007
"अध्यक्ष डा . </s>",367,0.9999999876623064
"बंद था । </s>",367,0.9999940442730774
"उतारा है । </s>",367,0.9999883022127619
"उतार दिया । </s>",367,0.9999944940491865
"ने अपने ट्वीट में",367,0.9306398105063025
"समझते हैं । </s>",367,0.9999862687349558
"को कहा था कि",367,0.3637703958330627
"यह बात कही ।",367,0.6283396708951183
"जानकारी देते हुए कहा",367,0.2939591725781453
"टीम में शामिल किया",367,0.6235863064647588
"समिति का गठन किया",367,0.8850710241017125
"करोड़ रुपये से अधिक",367,0.5994180256746282
"से जीत दर्ज की",367,0.8284472572235566
"लगा ली । </s>",367,0.9999999991039069
"जांच की मांग की",366,0.7092755815531564
"नहीं दिया है ।",366,0.7998161557512375
"आ गया था ।",366,0.7771543896215853
"हो चुके हैं और",366,0.08434148098657648
"से इस बारे में",366,0.999999998539876
"ज्यादा है . </s>",366,0.999948340316072
"आदेश दिया था ।",366,0.6269767812560109
"योगी ने कहा कि",366,0.9996707103094502
"में किया गया था",366,0.23573972865059872
"अनिवार्य होगा । </s>",366,0.9999794871295359
"बीच - बीच में",366,0.9999962799878406
"से मांग की है",366,0.5610692002214086
"आम आदमी पार्टी की",366,0.11531422554265112
"मौत हुई है .",366,0.21171723056471747
"मदद कर सकता है",366,0.999583514047444
"वाली हैं . </s>",366,0.9999492968422792
"नहीं रही । </s>",366,0.9999999992645188
"में बताया है कि",366,0.7447617094045135
"सौंपा है । </s>",366,0.9999882702515946
"पर कब्जा कर लिया",366,0.9208752400817514
"का फैसला किया गया",365,0.08060816589290265
"करते रहे हैं ।",365,0.6744585621502166
"का प्रावधान किया गया",365,0.7531745854116811
"अपनी आने वाली फिल्म",365,0.9986123534659956
"जानकारी मिलने के बाद",365,0.9993153774562191
"घोषणा की है कि",365,0.17112155714572325
"सामना करना पड़ा है",365,0.17303326601185381
"क्षमता है । </s>",365,0.9999882381152976
"वाले लोगों के लिए",365,0.7184584237435717
"<s> माता - पिता",365,0.9999996688317738
"जा सका है ।",365,0.8660604404756838
"मामले की जांच में",365,0.08748687640968904
"<s> हिमाचल प्रदेश में",365,0.36860384849476985
"<s> एक तरफ जहां",365,0.7641853042504687
"राय ने बताया कि",365,0.9999116330347103
"अपनी चपेट में ले",365,0.9368119787201953
"को सम्बोधित करते हुए",365,0.9209587982377072
"पेट्रोल - डीजल की",364,0.42190611449203597
"कांग्रेस महासचिव प्रियंका गांधी",364,0.9999981395417106
"<s> आर . </s>",364,0.9999999404396327
"को तैयार हैं ।",364,0.758524273929203
"के बाद कहा कि",364,0.770150416796987
"के साथ गिरफ्तार किया",364,0.7143552078560848
"समझा जा सकता है",364,0.999716315434188
"कम से कम दो",364,0.08072226602392181
"समान है । </s>",364,0.9999882058024275
"आदेश दिए । </s>",364,0.999999998879846
"को खारिज करते हुए",364,0.9397962158888742
"इस्तेमाल करते हैं ।",364,0.6196863776039625
"ने संवाददाताओं से कहा",364,0.8932639666290976
"घोषित कर दिया है",364,0.12671527107210612
"साल की शुरुआत में",364,0.9204505890367662
"शुरू हो गए हैं",364,0.5044641590977198
"<s> ऐसे में यह",364,0.033175393191164124
"देने के साथ ही",363,0.7192630651169226
"में पाया गया कि",363,0.5250560772214925
"की सुरक्षा को लेकर",363,0.7121493789343752
"हटा दिया गया है",363,0.4644265625361893
"कहा कि इस मामले",363,0.13100717926982428
"सूत्रों के हवाले से",363,0.9991234848319018
"की शूटिंग के दौरान",363,0.5139421291431596
"लिए हैं . </s>",363,0.9999488778079179
"सुप्रीम कोर्ट के आदेश",363,0.26212762839796405
"संपन्न हुई । </s>",363,0.999993880932638
"करना चाहता है ।",363,0.6139701892920539
"की एक अदालत ने",363,0.8222826672645418
"कार्य किया । </s>",363,0.9999950817432526
"का ऐलान किया था",363,0.20644236438139238
"करने के लिए सरकार",363,0.01150990710658096
"पर वायरल हो रहा",363,0.36927102292280917
"खान ने कहा कि",363,0.7714797455927463
"ऐसा नहीं है ।",363,0.32153304836530716
"की खबर के मुताबिक",362,0.48706468733249353
"<s> सुबह से ही",362,0.7098839417879627
"के संबंध में जानकारी",362,0.15987000490962827
"चला रहे हैं ।",362,0.7433109619583518
"पूरा होने के बाद",362,0.9349854514504605
"तारीफ की । </s>",362,0.9999955363026225
"अपने बयान में कहा",362,0.8586508030530935
"दिखाई देता है ।",362,0.7383128943126795
"अपनी मांगों को लेकर",362,0.999646954535753
"में हुआ है ।",362,0.8406390906134682
"नाराजगी जताई । </s>",362,0.9999999912001989
"में हुई बैठक में",362,0.8886226980428712
"<s> जानकारी के लिए",362,0.05008716634198261
"ने कहा कि इन",362,0.005881497971621725
"आरोप लगाया है .",362,0.10635987574498681
"- तफरी मच गई",362,0.9180373022288896
"प्रतिबद्ध है । </s>",362,0.999988140641115
"मात दी । </s>",362,0.999996956261183
"एक यूजर ने लिखा",362,0.8122517013782933
"से बातचीत के दौरान",362,0.7614561058508884
"बारे में बताया गया",362,0.1941770959047345
"एक रिपोर्ट के अनुसार",362,0.42818961745456874
"गए है . </s>",362,0.9999477694908352
"के कुछ हिस्सों में",362,0.8051539845082117
"<s> पीएम ने कहा",362,0.9999973638260506
"<s> विश्व स्वास्थ्य संगठन",362,0.9999983081725538
"G आईसीआईसीआई प्रू एफएमपी",362,0.9999999981230387
"पाया था । </s>",361,0.9999939452859262
"<s> witter . c",361,0.9999957002039506
"witter . c </s>",361,0.9999999712092728
"में कोरोना संक्रमण की",361,0.25232665724861414
"से टकरा गई ।",361,0.8841408026587143
"सके हैं । </s>",361,0.9999860405144841
"का मौका मिला ।",361,0.44090255969111763
"पाया है . </s>",361,0.9999476248079843
"को देखा । </s>",361,0.9999999950696107
"आ चुका है ।",361,0.6942823718019083
"में होंगे । </s>",361,0.9999831933163416
"को निर्देश दिया कि",361,0.38739913845754465
"से कहा कि वह",361,0.19259352277126868
"आ गया है .",361,0.15258160272369092
"इस्तीफा दे दिया था",361,0.30270710852266014
"कर देगी । </s>",361,0.9999999956494039
"खिलाड़ी हैं । </s>",361,0.9999860405144841
"को जन्म दिया ।",361,0.38644878489846096
"की ओर से कहा",361,0.022322135482688674
"<s> कार्यक्रम का संचालन",361,0.5110543181093011
"खरीदा जा सकता है",361,0.9997139579447215
"भी थी । </s>",361,0.9999946239533403
"के रहने वाले थे",361,0.24924304783271684
"इस्तेमाल कर रहे हैं",361,0.876103769716926
"करने की तैयारी में",361,0.30173080580900397
"यूटीआई एफटीआईएफ सीरीज -",361,0.9445112226319728
"दर्ज की गई थी",360,0.10468576084221846
"जागरूक करने के लिए",360,0.8159189014666468
"मामले सामने आ चुके",360,0.48782750763273874
"पता नहीं चला ।",360,0.5994454290607054
"मोदी के नेतृत्व में",360,0.7888845882154274
"के मुख्यमंत्री शिवराज सिंह",360,0.9999997702586111
"कर सकते है .",360,0.2394868207923876
"बात की जानकारी दी",360,0.5681494164517027
"कर किया । </s>",360,0.9999950407577798
"कहा कि प्रदेश सरकार",360,0.26671721194486936
"देना नहीं है ।",360,0.7003322060344758
"आवेदन करने की अंतिम",360,0.8259420884364582
"आग के हवाले कर",360,0.9418142806152096
"खबर है . </s>",360,0.9999474793213399
"कर दी थी .",360,0.17074670308174048
"किया है कि वह",360,0.16205245484786526
"ने कहा कि हमारे",360,0.005844736286534637
"को मौत के घाट",360,0.9337827796704029
"पुरस्कार से सम्मानित किया",359,0.9998247749531598
"साबित करने के लिए",359,0.9991979149937399
"करने वाला है ।",359,0.7628488467373713
"से गिरफ्तार किया गया",359,0.4089484534152341
"से अपील की कि",359,0.3015951333149335
"चुने गए । </s>",359,0.9999965819045953
"सीएम योगी आदित्यनाथ ने",359,0.552373502350602
"हो जायेगा । </s>",359,0.9999999970893604
"होने वाला है .",359,0.2323542489860386
"प्रस्तावित है । </s>",359,0.9999880415378374
"हासिल की थी ।",359,0.6931548679649626
"रन बनाए हैं ।",359,0.5754261560676567
"वक्ताओं ने कहा कि",359,0.9996642896191051
"बरामद किया गया है",359,0.4188874854078394
"<s> चुनाव आयोग ने",359,0.5299678703737314
"लगते हैं . </s>",359,0.9999483082013209
"ने अलग - अलग",359,0.9999525628883843
"हो गए है ।",359,0.7485144294945845
"नहीं सकता । </s>",359,0.9999543992116958
"लगा सकते हैं ।",359,0.5611571032196748
"इन पदों के लिए",358,0.9999553639404173
"भी होगी । </s>",358,0.9999803542667938
"जुट गए । </s>",358,0.9999965723568427
"की सजा सुनाई गई",358,0.25037274564857853
"चाहता है . </s>",358,0.9999471859097272
"और ऑस्ट्रेलिया के बीच",358,0.9053673542041418
"पिछले काफी समय से",358,0.9994694374687437
"गये थे . </s>",357,0.9999645027314072
"छोड़ दिया है ।",357,0.7317969304725975
"देने से इनकार कर",357,0.7905187410419388
"में आ गई है",357,0.3463809480635717
"मांग की जा रही",357,0.9234330023340661
"से प्राप्त जानकारी के",357,0.9124104868381515
"उठाया था । </s>",357,0.9999938774459928
"अहम है । </s>",357,0.9999879745436516
"शुरू कर दी थी",357,0.04418403894671062
"अलग - अलग तरह",357,0.06235307656184849
"कोरोना वायरस को लेकर",357,0.6186692126039203
"ले रही हैं ।",356,0.8097316807238994
"pic . t </s>",356,0.9999991998358625
"हो गये . </s>",356,0.99999984087248
"का दिन आपके लिए",356,0.9999971051390849
"सिलसिला जारी है ।",356,0.8193104308826752
"दिखाई दे रही हैं",356,0.35136836094979473
"बदल गया । </s>",356,0.9999957894489517
"हो सकता है और",356,0.027459817271493242
"का सहयोग मिलेगा ।",356,0.9167452301326947
"आक्रोश है । </s>",356,0.9999879407642799
"प्रदेश कांग्रेस कमेटी के",356,0.8090302401577312
"कहा कि भारत में",356,0.22819879712846855
"के बारे में सोच",356,0.012423130147068796
"जा सकता था ।",355,0.7361823135676082
"शारीरिक दूरी का पालन",355,0.8032871185654601
"प्राप्त होता है ।",355,0.8485836937446679
"वर्ष 2021 - 22",355,0.999651697728799
"बताई गई है ।",355,0.8998046615501312
"कर रहे थे और",355,0.043888244423182156
"लिए गए थे ।",355,0.8951876562147989
"के साथ मनाया गया",355,0.5414008107927005
"मिल रही हैं ।",355,0.8243200452865795
"जानकारी दी है कि",355,0.26745268435557007
"बात की है ।",355,0.4700774024993267
"संकल्प लिया । </s>",355,0.9999962096932938
"को अच्छी तरह से",355,0.9457143115709177
"कर सकते हैं कि",355,0.018937527061839706
"<s> दुनिया भर में",355,0.6644728711588024
"में पेश किया ।",355,0.20022879688668213
"जाने जाते हैं ।",355,0.6907078308895931
"में बड़ी संख्या में",354,0.9999995832696968
"<s> इसके लिए आपको",354,0.06002329638789377
"कोई फर्क नहीं पड़ता",354,0.72938294754618
"पेट्रोल - डीजल के",354,0.41028185928744487
"गर्व है । </s>",354,0.9335300363793875
"कम हो जाता है",354,0.9998191805672633
"सौंपा गया है ।",354,0.8726434568605422
"का पालन करने के",354,0.3302684616342396
"के लिए आते हैं",354,0.8280998765726995
"दे रहा था ।",354,0.8118480513276208
"<s> विशेष रूप से",354,0.9999997509262464
"इस बात का पता",354,0.11481770557642561
"कर दें . </s>",354,0.9999491395126764
"दक्षिण अफ्रीका के खिलाफ",354,0.5106455128419347
"शांत कराया । </s>",354,0.9999999979951799
"कि जम्मू - कश्मीर",354,0.9999572252299052
"करनी चाहिए . </s>",354,0.9999043131335116
"अस्पताल रेफर कर दिया",354,0.9999993242020635
"में आयोजित किया गया",354,0.6035557906664298
"जारी किया जाएगा ।",354,0.8020594851951939
"घायल हो गई ।",354,0.794905895981039
"करने का प्रयास कर",353,0.18088550884456095
"<s> पुलिस मामले की",353,0.9182832909980314
"की होती है ।",353,0.6902869792728011
"के लिए पुलिस ने",353,0.30612287062664223
"लाया गया है ।",353,0.814039731533134
"में कोई कसर नहीं",353,0.9161585075089199
"व्यवस्था नहीं है ।",353,0.9246004993154537
"रहा है । '",353,0.0038066990393362896
"मिल पा रही है",353,0.7768313241649827
"नहीं किया जा सका",353,0.10906910138404131
"निर्णय लिया गया कि",353,0.18258101456022183
"न करें . </s>",353,0.9999189367107271
"नहीं जा सकता ।",353,0.4687092232882348
"बढ़ती जा रही है",353,0.8769723753982561
"<s> कंपनी ने कहा",353,0.2503300820404553
"का लक्ष्य रखा है",353,0.35653633224337755
"योजना बना रहे हैं",353,0.8217426745705895
"शुरू किया . </s>",353,0.9999326955948293
"की शिकायत के बाद",353,0.7332210839748015
"फिक्स्ड टर्म प्लान -",353,0.8860713592564166
"करने में मदद मिलेगी",352,0.15444032252367723
"<s> पश्चिम बंगाल के",352,0.2285803827204298
"घुस गया । </s>",352,0.9999957416017807
"कार्रवाई की जाए ।",352,0.9440523350348201
"बताया गया था कि",352,0.6471214097018158
"ने बताया कि रविवार",352,0.007507484405729072
"मैचों की टेस्ट सीरीज",352,0.9356693709995778
"बैठक आयोजित की गई",352,0.7996942493867111
"<s> भोपाल . </s>",352,0.9999994763132269
"दिख रहा है .",352,0.18635110538136637
"आउट हो गए ।",352,0.6347800361508322
"देकर सम्मानित किया गया",352,0.47055956119487435
"बात की . </s>",352,0.999815347180428
"लिए जाने जाते हैं",352,0.8248312277282385
"के मुख्य कार्यकारी अधिकारी",352,0.9999984641431676
"से हटा दिया गया",352,0.48334719976074664
"को सौंप दिया गया",351,0.2749764162304997
"जवान शहीद हो गए",351,0.8287529007791729
"चेतावनी दी है कि",351,0.4004283505955776
"लगाया जाता है ।",351,0.6727109725002598
"कराने का निर्देश दिया",351,0.999712346935316
"मौत हो चुकी थी",351,0.13275565005738757
"नहीं हुआ है .",351,0.1421865066537131
"घायल हो गए .",351,0.07301288825043446
"उनके माता - पिता",351,0.9999996556227848
"शुरू किया जाएगा ।",351,0.9013084421955787
"कुछ भी नहीं है",351,0.3721784775769807
"वापस लेने की मांग",351,0.7878529243341705
"का मतलब है कि",351,0.9997719411288989
"<s> पश्चिम बंगाल की",351,0.227812308862507
"करती थीं । </s>",351,0.9999913274374561
"में आग लगा दी",351,0.9996375382111234
"<s> कोरोना वायरस की",351,0.11162481270278553
"लेनी चाहिए । </s>",350,0.9999661982287054
"के अंतर्गत आने वाले",350,0.7822169306758305
"जुटी हुई है ।",350,0.7785852070473006
"निभाई है । </s>",350,0.9999877340345247
"से ज्यादा लोगों की",350,0.34721024118492005
"ले सकते हैं .",350,0.18769548020831042
"का उल्लेख करते हुए",350,0.940344132652041
"नहीं जाएगा । </s>",350,0.9999846478881443
"को दिए इंटरव्यू में",350,0.9999984151323406
"<s> पटना . </s>",350,0.9999994802690063
"सूत्र बताते हैं कि",350,0.9997281315064238
"बयान जारी कर कहा",350,0.8822867641331205
"के लिए बहुत ही",350,0.18697887350263603
"ऐसा करने के लिए",350,0.8489979526592201
"दी गयी है .",350,0.32397305077882405
"ने बताया कि शनिवार",350,0.00746662862793604
"पर कारोबार कर रहा",350,0.8270209887433231
"टर्म प्लान - सीरीज",350,0.999996465412102
"में जुट गए हैं",349,0.5096994511275325
"शुरू हुआ था ।",349,0.7303715735190702
"अब तक की सबसे",349,0.689211517348675
"लोगों की मदद से",349,0.3644958166618628
"में नजर आएंगे ।",349,0.7661007176743172
"डीजल की कीमतों में",349,0.9368057681086172
"में सनसनी फैल गई",349,0.9299106691966835
"भी शामिल हैं .",349,0.19932599259987852
"जा रहे थे .",349,0.11155645415270263
"को इस बात का",349,0.3432030497726293
"नाम किया । </s>",349,0.9999948844492856
"को पता चला कि",349,0.6528037437203353
"नहीं दिख रहा है",349,0.7731049785412563
"से अलग - अलग",349,0.887603909019949
"इस फिल्म के लिए",349,0.4632158811922694
"इनकार कर दिया था",349,0.18228895436259426
"<s> साथ ही साथ",349,0.040485267797440785
"देने की जरूरत है",349,0.8173408246064846
"दी जाती है .",349,0.14067663307504602
"सलाह दी है ।",349,0.5931045566889803
"की बात आती है",349,0.9999985168866459
"है कि कोई भी",349,0.9057664352113077
"<s> इसके लिए उन्होंने",349,0.05892937799511026
"देते हुए कहा है",349,0.11016121010097503
"<s> मौके पर पहुंचे",348,0.18721901220286144
"जुट गए हैं ।",348,0.8979153159390275
"इजाफा हो रहा है",348,0.9997286309649923
"शुरुआत की है ।",348,0.7489985710693438
"कहा है कि यह",348,0.04009310705645151
"बारे में पता चला",348,0.3790672492570713
"प्रदेश के पूर्व मुख्यमंत्री",348,0.8315825110432882
"पेश किया जाएगा ।",348,0.8278154215113437
"केंद्र सरकार की ओर",348,0.49015671509826314
"बरामद किया गया ।",348,0.4059656914924055
"लश्कर - - तैयबा",348,0.9979303820145045
"कही है . </s>",348,0.999945668263455
"<s> देहरादून । </s>",348,0.9999999852601426
"था . . .",348,0.6457341497507386
"सरकार पर निशाना साधा",348,0.5854545022433811
"में किसी भी प्रकार",348,0.3690786380749702
"बढ़ गई । </s>",348,0.9999974078190559
"दिए जाने के बाद",348,0.5973185622393428
"की गिरफ्तारी के बाद",348,0.3766747225250666
"के पद पर कार्यरत",348,0.24461512786464404
"हमला बोल दिया ।",348,0.7462461487265009
"के अध्यक्ष डॉ .",347,0.9999998673996133
"बराबर है । </s>",347,0.9999876279887137
"पुलिस मौके पर पहुंच",347,0.23039207529631212
"में इलाज के लिए",347,0.44627335428307413
"कर रही थी .",347,0.15456044345642775
"में मदद करने के",347,0.749426445609309
"मुख्यमंत्री त्रिवेंद्र सिंह रावत",347,0.9999969942568864
"या नहीं ? </s>",347,0.9999999178426261
"पूछा गया कि क्या",347,0.6852435952129549
"दिखाई देगा । </s>",347,0.9999999966777552
"करने के लिए कुछ",347,0.011009741625548757
"ना करें । </s>",347,0.9999868753543598
"सकता हूं । </s>",346,0.9319069904634625
"की दूरी पर स्थित",346,0.5656029857406184
"<s> पीठ ने कहा",346,0.9440098850378389
"अलग - अलग जगहों",346,0.06043126013485327
"बैठक का आयोजन किया",346,0.9386269189184054
"जरूरी होता है ।",346,0.7517496045097958
"ने बताया कि मंगलवार",346,0.007380022876578104
"से एक है .",346,0.14467965364561197
"ने कहा कि वो",346,0.005628589548301995
"उदाहरण है । </s>",346,0.9999875922314555
"लोगों को जागरूक करने",346,0.4077390082315966
"भी जारी रहा ।",346,0.944168693790866
"के आंकड़ों के अनुसार",346,0.5170168211260538
"ओर से कहा गया",346,0.9981433885315927
"काम करता है .",346,0.16801923244308015
"कहना है कि उन्हें",346,0.02299807712987627
